Label,Text,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
positive,"efek vaksin nder, jangan takut soalnya rata-rata? yg pake moderna emang dibagian yg di suntik itu pegel terus badan agak kurang fit tapi itu gak lama kok ya paling sehari hari lah aku aja vaksin & pakenya moderna",efek vaksin nder jangan takut soalnya ratarata yg pake moderna emang dibagian yg di suntik itu pegel terus badan agak kurang fit tapi itu gak lama kok ya paling sehari hari lah aku aja vaksin  pakenya moderna,efek vaksin nder jangan takut soalnya ratarata yg pake moderna emang dibagian yg di suntik itu pegel terus badan agak kurang fit tapi itu gak lama kok ya paling sehari hari lah aku aja vaksin  pakenya moderna,"['efek', 'vaksin', 'nder', 'jangan', 'takut', 'soalnya', 'ratarata', 'yg', 'pake', 'moderna', 'emang', 'dibagian', 'yg', 'di', 'suntik', 'itu', 'pegel', 'terus', 'badan', 'agak', 'kurang', 'fit', 'tapi', 'itu', 'gak', 'lama', 'kok', 'ya', 'paling', 'sehari', 'hari', 'lah', 'aku', 'aja', 'vaksin', 'pakenya', 'moderna']","['efek', 'vaksin', 'nder', 'jangan', 'takut', 'soalnya', 'ratarata', 'yang', 'pakai', 'moderna', 'memang', 'dibagian', 'yang', 'di', 'suntik', 'itu', 'pegal', 'terus', 'badan', 'sedikit', 'kurang', 'sehat', 'tapi', 'itu', 'tidak', 'lama', 'kok', 'ya', 'paling', 'sehari', 'hari', 'lah', 'aku', 'saja', 'vaksin', 'pakainya', 'moderna']","['efek', 'vaksin', 'jangan', 'takut', 'soalnya', 'ratarata', 'pakai', 'moderna', 'memang', 'dibagian', 'suntik', 'pegal', 'terus', 'badan', 'sedikit', 'kurang', 'sehat', 'lama', 'paling', 'sehari', 'hari', 'vaksin', 'pakainya', 'moderna']","['efek', 'vaksin', 'jangan', 'takut', 'soal', 'ratarata', 'pakai', 'moderna', 'memang', 'bagi', 'suntik', 'pegal', 'terus', 'badan', 'sedikit', 'kurang', 'sehat', 'lama', 'paling', 'hari', 'hari', 'vaksin', 'pakai', 'moderna']","['efek', 'vaksin', 'jangan', 'takut', 'soalnya', 'ratarata', 'pakai', 'moderna', 'memang', 'dibagian', 'suntik', 'pegal', 'terus', 'badan', 'sedikit', 'kurang', 'sehat', 'lama', 'paling', 'sehari', 'hari', 'vaksin', 'pakainya', 'moderna']",[],[],[],efek vaksin jangan takut soal ratarata pakai moderna memang bagi suntik pegal terus badan sedikit kurang sehat lama paling hari hari vaksin pakai moderna
negative,"sungguh efek booster moderna itu tangan bengkak (alhamdulillah cuma semalem) dilanjut dengan demam yg belum jg turun sudah hari malam, bismillah ya abis ini sehat sehat sehat!",sungguh efek booster moderna itu tangan bengkak alhamdulillah cuma semalem dilanjut dengan demam yg belum jg turun sudah hari malam bismillah ya abis ini sehat sehat sehat,sungguh efek booster moderna itu tangan bengkak alhamdulillah cuma semalem dilanjut dengan demam yg belum jg turun sudah hari malam bismillah ya abis ini sehat sehat sehat,"['sungguh', 'efek', 'booster', 'moderna', 'itu', 'tangan', 'bengkak', 'alhamdulillah', 'cuma', 'semalem', 'dilanjut', 'dengan', 'demam', 'yg', 'belum', 'jg', 'turun', 'sudah', 'hari', 'malam', 'bismillah', 'ya', 'abis', 'ini', 'sehat', 'sehat', 'sehat']","['sungguh', 'efek', 'booster', 'moderna', 'itu', 'tangan', 'bengkak', 'alhamdulillah', 'hanya', 'semalam', 'dilanjut', 'dengan', 'demam', 'yang', 'belum', 'juga', 'turun', 'sudah', 'hari', 'malam', 'bismillah', 'ya', 'setelah', 'ini', 'sehat', 'sehat', 'sehat']","['sungguh', 'efek', 'booster', 'moderna', 'tangan', 'bengkak', 'alhamdulillah', 'semalam', 'dilanjut', 'demam', 'turun', 'hari', 'malam', 'bismillah', 'sehat', 'sehat', 'sehat']","['sungguh', 'efek', 'booster', 'moderna', 'tangan', 'bengkak', 'alhamdulillah', 'malam', 'lanjut', 'demam', 'turun', 'hari', 'malam', 'bismillah', 'sehat', 'sehat', 'sehat']","['sungguh', 'efek', 'booster', 'moderna', 'tangan', 'bengkak', 'alhamdulillah', 'semalam', 'dilanjut', 'demam', 'turun', 'hari', 'malam', 'bismillah', 'sehat', 'sehat', 'sehat']",[],[],[],sungguh efek booster moderna tangan bengkak alhamdulillah malam lanjut demam turun hari malam bismillah sehat sehat sehat
negative,"efek vaksin moderna serem uyy, teman gw ada yang sampai pingsan.",efek vaksin moderna serem uyy teman gw ada yang sampai pingsan,efek vaksin moderna serem uyy teman gw ada yang sampai pingsan,"['efek', 'vaksin', 'moderna', 'serem', 'uyy', 'teman', 'gw', 'ada', 'yang', 'sampai', 'pingsan']","['efek', 'vaksin', 'moderna', 'seram', 'uyy', 'teman', 'aku', 'ada', 'yang', 'sampai', 'pingsan']","['efek', 'vaksin', 'moderna', 'seram', 'uyy', 'teman', 'pingsan']","['efek', 'vaksin', 'moderna', 'seram', 'uyy', 'teman', 'pingsan']","['efek', 'vaksin', 'moderna', 'seram', 'uyy', 'teman', 'pingsan']",[],[],[],efek vaksin moderna seram uyy teman pingsan
positive,jam setelah vaksin moderna: tidak ada efek apa-apa :),jam setelah vaksin moderna tidak ada efek apaapa ,jam setelah vaksin moderna tidak ada efek apaapa ,"['jam', 'setelah', 'vaksin', 'moderna', 'tidak', 'ada', 'efek', 'apaapa']","['jam', 'setelah', 'vaksin', 'moderna', 'tidak', 'ada', 'efek', 'apaapa']","['jam', 'vaksin', 'moderna', 'efek', 'apaapa']","['jam', 'vaksin', 'moderna', 'efek', 'apaapa']","['jam', 'vaksin', 'moderna', 'efek', 'apaapa']",[],[],[],jam vaksin moderna efek apaapa
negative,udah di titik nyerah sama efek sampingnya moderna dosis ke tenaga kesehatan bisa ngangkat tangan dikit aja bersyukurrrr,udah di titik nyerah sama efek sampingnya moderna dosis ke tenaga kesehatan bisa ngangkat tangan dikit aja bersyukurrrr,udah di titik nyerah sama efek sampingnya moderna dosis ke tenaga kesehatan bisa ngangkat tangan dikit aja bersyukurrrr,"['udah', 'di', 'titik', 'nyerah', 'sama', 'efek', 'sampingnya', 'moderna', 'dosis', 'ke', 'tenaga', 'kesehatan', 'bisa', 'ngangkat', 'tangan', 'dikit', 'aja', 'bersyukurrrr']","['sudah', 'di', 'titik', 'nyerah', 'sama', 'efek', 'sampingnya', 'moderna', 'dosis', 'ke', 'tenaga', 'kesehatan', 'bisa', 'mengangkat', 'tangan', 'sedikit', 'saja', 'bersyukur']","['titik', 'nyerah', 'sama', 'efek', 'sampingnya', 'moderna', 'dosis', 'tenaga', 'kesehatan', 'mengangkat', 'tangan', 'sedikit', 'bersyukur']","['titik', 'nyerah', 'sama', 'efek', 'samping', 'moderna', 'dosis', 'tenaga', 'sehat', 'angkat', 'tangan', 'sedikit', 'syukur']","['titik', 'nyerah', 'sama', 'efek', 'sampingnya', 'moderna', 'dosis', 'tenaga', 'kesehatan', 'mengangkat', 'tangan', 'sedikit', 'bersyukur']",[],[],[],titik nyerah sama efek samping moderna dosis tenaga sehat angkat tangan sedikit syukur
negative,efek moderna hardcore jg bray,efek moderna hardcore jg bray,efek moderna hardcore jg bray,"['efek', 'moderna', 'hardcore', 'jg', 'bray']","['efek', 'moderna', 'parah', 'juga', 'bray']","['efek', 'moderna', 'parah', 'bray']","['efek', 'moderna', 'parah', 'bray']","['efek', 'moderna', 'parah', 'bray']",[],[],[],efek moderna parah bray
positive,"dulu juga udah sempat bilang kalo efek pascavaksin itu tiap orang beda-beda. aku bilang, ""aku bisa drop ya karena efek moderna emang cukup kuat. itu ayah sama adek udah  vaksin tapi ga kenapa-napa.""",dulu juga udah sempat bilang kalo efek pascavaksin itu tiap orang bedabeda aku bilang aku bisa drop ya karena efek moderna emang cukup kuat itu ayah sama adek udah  vaksin tapi ga kenapanapa,dulu juga udah sempat bilang kalo efek pascavaksin itu tiap orang bedabeda aku bilang aku bisa drop ya karena efek moderna emang cukup kuat itu ayah sama adek udah  vaksin tapi ga kenapanapa,"['dulu', 'juga', 'udah', 'sempat', 'bilang', 'kalo', 'efek', 'pascavaksin', 'itu', 'tiap', 'orang', 'bedabeda', 'aku', 'bilang', 'aku', 'bisa', 'drop', 'ya', 'karena', 'efek', 'moderna', 'emang', 'cukup', 'kuat', 'itu', 'ayah', 'sama', 'adek', 'udah', 'vaksin', 'tapi', 'ga', 'kenapanapa']","['dahulu', 'juga', 'sudah', 'sempat', 'bilang', 'kalau', 'efek', 'pascavaksin', 'itu', 'tiap', 'orang', 'bedabeda', 'aku', 'bilang', 'aku', 'bisa', 'drop', 'ya', 'karena', 'efek', 'moderna', 'memang', 'cukup', 'kuat', 'itu', 'ayah', 'sama', 'adik', 'sudah', 'vaksin', 'tapi', 'tidak', 'kenapanapa']","['sempat', 'bilang', 'kalau', 'efek', 'pascavaksin', 'tiap', 'orang', 'bedabeda', 'bilang', 'drop', 'efek', 'moderna', 'memang', 'cukup', 'kuat', 'ayah', 'sama', 'adik', 'vaksin', 'kenapanapa']","['sempat', 'bilang', 'kalau', 'efek', 'pascavaksin', 'tiap', 'orang', 'bedabeda', 'bilang', 'drop', 'efek', 'moderna', 'memang', 'cukup', 'kuat', 'ayah', 'sama', 'adik', 'vaksin', 'kenapanapa']","['sempat', 'bilang', 'kalau', 'efek', 'pascavaksin', 'tiap', 'orang', 'bedabeda', 'bilang', 'drop', 'efek', 'moderna', 'memang', 'cukup', 'kuat', 'ayah', 'sama', 'adik', 'vaksin', 'kenapanapa']",[],[],[],sempat bilang kalau efek pascavaksin tiap orang bedabeda bilang drop efek moderna memang cukup kuat ayah sama adik vaksin kenapanapa
positive,alhamdulillah sabtu setelah  vaksin moderna. efek cmn nyeri  tangan bekas vaksin,alhamdulillah sabtu setelah  vaksin moderna efek cmn nyeri  tangan bekas vaksin,alhamdulillah sabtu setelah  vaksin moderna efek cmn nyeri  tangan bekas vaksin,"['alhamdulillah', 'sabtu', 'setelah', 'vaksin', 'moderna', 'efek', 'cmn', 'nyeri', 'tangan', 'bekas', 'vaksin']","['alhamdulillah', 'sabtu', 'setelah', 'vaksin', 'moderna', 'efek', 'hanya', 'nyeri', 'tangan', 'bekas', 'vaksin']","['alhamdulillah', 'sabtu', 'vaksin', 'moderna', 'efek', 'nyeri', 'tangan', 'bekas', 'vaksin']","['alhamdulillah', 'sabtu', 'vaksin', 'moderna', 'efek', 'nyeri', 'tangan', 'bekas', 'vaksin']","['alhamdulillah', 'sabtu', 'vaksin', 'moderna', 'efek', 'nyeri', 'tangan', 'bekas', 'vaksin']",[],[],[],alhamdulillah sabtu vaksin moderna efek nyeri tangan bekas vaksin
negative,"sbnrnya trgantung jenis vaksinnya bun. kmrn aku moderna. nah itu efektivitasnya trhadap virus plg tinggi tp ya efek sampingnya pun tinggi bun. aku sih demam, pusing sama tgn pegal bgn disuntik..",sbnrnya trgantung jenis vaksinnya bun kmrn aku moderna nah itu efektivitasnya trhadap virus plg tinggi tp ya efek sampingnya pun tinggi bun aku sih demam pusing sama tgn pegal bgn disuntik,sbnrnya trgantung jenis vaksinnya bun kmrn aku moderna nah itu efektivitasnya trhadap virus plg tinggi tp ya efek sampingnya pun tinggi bun aku sih demam pusing sama tgn pegal bgn disuntik,"['sbnrnya', 'trgantung', 'jenis', 'vaksinnya', 'bun', 'kmrn', 'aku', 'moderna', 'nah', 'itu', 'efektivitasnya', 'trhadap', 'virus', 'plg', 'tinggi', 'tp', 'ya', 'efek', 'sampingnya', 'pun', 'tinggi', 'bun', 'aku', 'sih', 'demam', 'pusing', 'sama', 'tgn', 'pegal', 'bgn', 'disuntik']","['sebenarnya', 'tergantung', 'jenis', 'vaksinnya', 'bun', 'kemarin', 'aku', 'moderna', 'nah', 'itu', 'efektivitasnya', 'terhadap', 'virus', 'paling', 'tinggi', 'tapi', 'ya', 'efek', 'sampingnya', 'pun', 'tinggi', 'bun', 'aku', 'sih', 'demam', 'pusing', 'sama', 'tangan', 'pegal', 'sekali', 'disuntik']","['sebenarnya', 'tergantung', 'jenis', 'vaksinnya', 'bun', 'kemarin', 'moderna', 'nah', 'efektivitasnya', 'virus', 'paling', 'tinggi', 'efek', 'sampingnya', 'tinggi', 'bun', 'demam', 'pusing', 'sama', 'tangan', 'pegal', 'sekali', 'disuntik']","['benar', 'gantung', 'jenis', 'vaksin', 'bun', 'kemarin', 'moderna', 'nah', 'efektivitas', 'virus', 'paling', 'tinggi', 'efek', 'samping', 'tinggi', 'bun', 'demam', 'pusing', 'sama', 'tangan', 'pegal', 'sekali', 'suntik']","['sebenarnya', 'tergantung', 'jenis', 'vaksinnya', 'bun', 'kemarin', 'moderna', 'nah', 'efektivitasnya', 'virus', 'paling', 'tinggi', 'efek', 'sampingnya', 'tinggi', 'bun', 'demam', 'pusing', 'sama', 'tangan', 'pegal', 'sekali', 'disuntik']",[],[],[],benar gantung jenis vaksin bun kemarin moderna nah efektivitas virus paling tinggi efek samping tinggi bun demam pusing sama tangan pegal sekali suntik
negative,"tapi balik lagi, kan efek di tiap orang beda cuma moderna sih efeknya yg paling kerasa",tapi balik lagi kan efek di tiap orang beda cuma moderna sih efeknya yg paling kerasa,tapi balik lagi kan efek di tiap orang beda cuma moderna sih efeknya yg paling kerasa,"['tapi', 'balik', 'lagi', 'kan', 'efek', 'di', 'tiap', 'orang', 'beda', 'cuma', 'moderna', 'sih', 'efeknya', 'yg', 'paling', 'kerasa']","['tapi', 'balik', 'lagi', 'kan', 'efek', 'di', 'tiap', 'orang', 'beda', 'hanya', 'moderna', 'sih', 'efeknya', 'yang', 'paling', 'terasa']","['balik', 'kan', 'efek', 'tiap', 'orang', 'beda', 'moderna', 'efeknya', 'paling', 'terasa']","['balik', 'kan', 'efek', 'tiap', 'orang', 'beda', 'moderna', 'efek', 'paling', 'asa']","['balik', 'kan', 'efek', 'tiap', 'orang', 'beda', 'moderna', 'efeknya', 'paling', 'terasa']",[],[],[],balik kan efek tiap orang beda moderna efek paling asa
negative,efek vaksinasi moderna mulai terasa sodara ~,efek vaksinasi moderna mulai terasa sodara ,efek vaksinasi moderna mulai terasa sodara ,"['efek', 'vaksinasi', 'moderna', 'mulai', 'terasa', 'sodara']","['efek', 'vaksinasi', 'moderna', 'mulai', 'terasa', 'saudara']","['efek', 'vaksinasi', 'moderna', 'mulai', 'terasa', 'saudara']","['efek', 'vaksinasi', 'moderna', 'mulai', 'asa', 'saudara']","['efek', 'vaksinasi', 'moderna', 'mulai', 'terasa', 'saudara']",[],[],[],efek vaksinasi moderna mulai asa saudara
negative,moderna emang wajib ada efek samping sih????,moderna emang wajib ada efek samping sih,moderna emang wajib ada efek samping sih,"['moderna', 'emang', 'wajib', 'ada', 'efek', 'samping', 'sih']","['moderna', 'memang', 'wajib', 'ada', 'efek', 'samping', 'sih']","['moderna', 'memang', 'wajib', 'efek', 'samping']","['moderna', 'memang', 'wajib', 'efek', 'samping']","['moderna', 'memang', 'wajib', 'efek', 'samping']",[],[],[],moderna memang wajib efek samping
positive,"aku udah dulu moderna, efek samp nya demam tinggi sih. tp diminum in prctmol udah baik an",aku udah dulu moderna efek samp nya demam tinggi sih tp diminum in prctmol udah baik an,aku udah dulu moderna efek samp nya demam tinggi sih tp diminum in prctmol udah baik an,"['aku', 'udah', 'dulu', 'moderna', 'efek', 'samp', 'nya', 'demam', 'tinggi', 'sih', 'tp', 'diminum', 'in', 'prctmol', 'udah', 'baik', 'an']","['aku', 'sudah', 'dahulu', 'moderna', 'efek', 'samping', 'nya', 'demam', 'tinggi', 'sih', 'tapi', 'diminum', 'in', 'paracetamol', 'sudah', 'baik', 'an']","['moderna', 'efek', 'samping', 'demam', 'tinggi', 'diminum', 'in', 'paracetamol', 'baik']","['moderna', 'efek', 'samping', 'demam', 'tinggi', 'minum', 'in', 'paracetamol', 'baik']","['moderna', 'efek', 'samping', 'demam', 'tinggi', 'diminum', 'in', 'paracetamol', 'baik']",[],[],[],moderna efek samping demam tinggi minum in paracetamol baik
negative,cenut kali pala ku ini efek moderna,cenut kali pala ku ini efek moderna,cenut kali pala ku ini efek moderna,"['cenut', 'kali', 'pala', 'ku', 'ini', 'efek', 'moderna']","['sakit', 'kali', 'kepala', 'ku', 'ini', 'efek', 'moderna']","['sakit', 'kali', 'kepala', 'efek', 'moderna']","['sakit', 'kali', 'kepala', 'efek', 'moderna']","['sakit', 'kali', 'kepala', 'efek', 'moderna']",[],[],[],sakit kali kepala efek moderna
positive,menggigil efek moderna,menggigil efek moderna,menggigil efek moderna,"['menggigil', 'efek', 'moderna']","['menggigil', 'efek', 'moderna']","['menggigil', 'efek', 'moderna']","['gigil', 'efek', 'moderna']","['menggigil', 'efek', 'moderna']",[],[],[],gigil efek moderna
negative,"vaksin booster moderna gak kerasa sama sekali pas disuntikan , tapi efeknya gak main main,? bekas suntikan nyerinya bukan main sampek tangan gak bisa diangkat , menggigil , meriang , badan lemas , gak selera makan .. sampek sekarang masih lemas bukan sakit tapi efek vaksin",vaksin booster moderna gak kerasa sama sekali pas disuntikan  tapi efeknya gak main main bekas suntikan nyerinya bukan main sampek tangan gak bisa diangkat  menggigil  meriang  badan lemas  gak selera makan  sampek sekarang masih lemas bukan sakit tapi efek vaksin,vaksin booster moderna gak kerasa sama sekali pas disuntikan  tapi efeknya gak main main bekas suntikan nyerinya bukan main sampek tangan gak bisa diangkat  menggigil  meriang  badan lemas  gak selera makan  sampek sekarang masih lemas bukan sakit tapi efek vaksin,"['vaksin', 'booster', 'moderna', 'gak', 'kerasa', 'sama', 'sekali', 'pas', 'disuntikan', 'tapi', 'efeknya', 'gak', 'main', 'main', 'bekas', 'suntikan', 'nyerinya', 'bukan', 'main', 'sampek', 'tangan', 'gak', 'bisa', 'diangkat', 'menggigil', 'meriang', 'badan', 'lemas', 'gak', 'selera', 'makan', 'sampek', 'sekarang', 'masih', 'lemas', 'bukan', 'sakit', 'tapi', 'efek', 'vaksin']","['vaksin', 'booster', 'moderna', 'tidak', 'terasa', 'sama', 'sekali', 'saat', 'disuntikan', 'tapi', 'efeknya', 'tidak', 'main', 'main', 'bekas', 'suntikkan', 'nyerinya', 'bukan', 'main', 'sampek', 'tangan', 'tidak', 'bisa', 'diangkat', 'menggigil', 'meriang', 'badan', 'lemas', 'tidak', 'selera', 'makan', 'sampek', 'sekarang', 'masih', 'lemas', 'bukan', 'sakit', 'tapi', 'efek', 'vaksin']","['vaksin', 'booster', 'moderna', 'terasa', 'sama', 'sekali', 'disuntikan', 'efeknya', 'main', 'main', 'bekas', 'suntikkan', 'nyerinya', 'bukan', 'main', 'sampek', 'tangan', 'diangkat', 'menggigil', 'meriang', 'badan', 'lemas', 'selera', 'makan', 'sampek', 'sekarang', 'lemas', 'bukan', 'sakit', 'efek', 'vaksin']","['vaksin', 'booster', 'moderna', 'asa', 'sama', 'sekali', 'sunti', 'efek', 'main', 'main', 'bekas', 'suntik', 'nyeri', 'bukan', 'main', 'sampek', 'tangan', 'angkat', 'gigil', 'meriang', 'badan', 'lemas', 'selera', 'makan', 'sampek', 'sekarang', 'lemas', 'bukan', 'sakit', 'efek', 'vaksin']","['vaksin', 'booster', 'moderna', 'terasa', 'sama', 'sekali', 'disuntikan', 'efeknya', 'main', 'main', 'bekas', 'suntikkan', 'nyerinya', 'bukan', 'main', 'sampek', 'tangan', 'diangkat', 'menggigil', 'meriang', 'badan', 'lemas', 'selera', 'makan', 'sampek', 'sekarang', 'lemas', 'bukan', 'sakit', 'efek', 'vaksin']",[],[],[],vaksin booster moderna asa sama sekali sunti efek main main bekas suntik nyeri bukan main sampek tangan angkat gigil meriang badan lemas selera makan sampek sekarang lemas bukan sakit efek vaksin
negative,moderna karena kebetulan fasilitas kesehatan di deket rumah sedianya itu. skg malah sedianya astra. moderna lebih susah keknya dicari. beruntung sih dapet moderna meski jujyur aga trauma sama efek sampingnya. tapi demi sehat gapapalah. wk,moderna karena kebetulan fasilitas kesehatan di deket rumah sedianya itu skg malah sedianya astra moderna lebih susah keknya dicari beruntung sih dapet moderna meski jujyur aga trauma sama efek sampingnya tapi demi sehat gapapalah wk,moderna karena kebetulan fasilitas kesehatan di deket rumah sedianya itu skg malah sedianya astra moderna lebih susah keknya dicari beruntung sih dapet moderna meski jujyur aga trauma sama efek sampingnya tapi demi sehat gapapalah wk,"['moderna', 'karena', 'kebetulan', 'fasilitas', 'kesehatan', 'di', 'deket', 'rumah', 'sedianya', 'itu', 'skg', 'malah', 'sedianya', 'astra', 'moderna', 'lebih', 'susah', 'keknya', 'dicari', 'beruntung', 'sih', 'dapet', 'moderna', 'meski', 'jujyur', 'aga', 'trauma', 'sama', 'efek', 'sampingnya', 'tapi', 'demi', 'sehat', 'gapapalah', 'wk']","['moderna', 'karena', 'kebetulan', 'fasilitas', 'kesehatan', 'di', 'deket', 'rumah', 'sedianya', 'itu', 'sekarang', 'bahkan', 'sedianya', 'astrazeneca', 'moderna', 'lebih', 'susah', 'sepertinya', 'dicari', 'beruntung', 'sih', 'dapat', 'moderna', 'meski', 'jujur', 'sedikit', 'trauma', 'sama', 'efek', 'sampingnya', 'tapi', 'demi', 'sehat', 'gapapalah', 'wk']","['moderna', 'kebetulan', 'fasilitas', 'kesehatan', 'deket', 'rumah', 'sedianya', 'sekarang', 'bahkan', 'sedianya', 'astrazeneca', 'moderna', 'lebih', 'susah', 'sepertinya', 'dicari', 'beruntung', 'moderna', 'meski', 'jujur', 'sedikit', 'trauma', 'sama', 'efek', 'sampingnya', 'sehat', 'gapapalah', 'wk']","['moderna', 'betul', 'fasilitas', 'sehat', 'deket', 'rumah', 'sedia', 'sekarang', 'bahkan', 'sedia', 'astrazeneca', 'moderna', 'lebih', 'susah', 'seperti', 'cari', 'untung', 'moderna', 'meski', 'jujur', 'sedikit', 'trauma', 'sama', 'efek', 'samping', 'sehat', 'gapapalah', 'wk']","['moderna', 'kebetulan', 'fasilitas', 'kesehatan', 'deket', 'rumah', 'sedianya', 'sekarang', 'bahkan', 'sedianya', 'astrazeneca', 'moderna', 'lebih', 'susah', 'sepertinya', 'dicari', 'beruntung', 'moderna', 'meski', 'jujur', 'sedikit', 'trauma', 'sama', 'efek', 'sampingnya', 'sehat', 'gapapalah', 'wk']",[],[],[],moderna betul fasilitas sehat deket rumah sedia sekarang bahkan sedia astrazeneca moderna lebih susah seperti cari untung moderna meski jujur sedikit trauma sama efek samping sehat gapapalah wk
positive,kenapa dah? moderna normal ajaa. gw sekeluarga booster pake moderna sama sekali ga ada efek,kenapa dah moderna normal ajaa gw sekeluarga booster pake moderna sama sekali ga ada efek,kenapa dah moderna normal ajaa gw sekeluarga booster pake moderna sama sekali ga ada efek,"['kenapa', 'dah', 'moderna', 'normal', 'ajaa', 'gw', 'sekeluarga', 'booster', 'pake', 'moderna', 'sama', 'sekali', 'ga', 'ada', 'efek']","['kenapa', 'sudah', 'moderna', 'normal', 'saja', 'aku', 'sekeluarga', 'booster', 'pakai', 'moderna', 'sama', 'sekali', 'tidak', 'ada', 'efek']","['moderna', 'normal', 'sekeluarga', 'booster', 'pakai', 'moderna', 'sama', 'sekali', 'efek']","['moderna', 'normal', 'keluarga', 'booster', 'pakai', 'moderna', 'sama', 'sekali', 'efek']","['moderna', 'normal', 'sekeluarga', 'booster', 'pakai', 'moderna', 'sama', 'sekali', 'efek']",[],[],[],moderna normal keluarga booster pakai moderna sama sekali efek
positive,"aku baru hari ini vaksin booster kun. dapetnya moderna. per maghrib ini, blom ada efek samping. masih linu aja di lengan bekas suntik. duhh jangan sampe yg demam gitu deh. ini aja ud susah angkat lengan",aku baru hari ini vaksin booster kun dapetnya moderna per maghrib ini blom ada efek samping masih linu aja di lengan bekas suntik duhh jangan sampe yg demam gitu deh ini aja ud susah angkat lengan,aku baru hari ini vaksin booster kun dapetnya moderna per maghrib ini blom ada efek samping masih linu aja di lengan bekas suntik duhh jangan sampe yg demam gitu deh ini aja ud susah angkat lengan,"['aku', 'baru', 'hari', 'ini', 'vaksin', 'booster', 'kun', 'dapetnya', 'moderna', 'per', 'maghrib', 'ini', 'blom', 'ada', 'efek', 'samping', 'masih', 'linu', 'aja', 'di', 'lengan', 'bekas', 'suntik', 'duhh', 'jangan', 'sampe', 'yg', 'demam', 'gitu', 'deh', 'ini', 'aja', 'ud', 'susah', 'angkat', 'lengan']","['aku', 'baru', 'hari', 'ini', 'vaksin', 'booster', 'kun', 'dapatnya', 'moderna', 'per', 'maghrib', 'ini', 'belum', 'ada', 'efek', 'samping', 'masih', 'pegal', 'saja', 'di', 'lengan', 'bekas', 'suntik', 'duhh', 'jangan', 'sampai', 'yang', 'demam', 'begitu', 'deh', 'ini', 'saja', 'sudah', 'susah', 'angkat', 'lengan']","['baru', 'hari', 'vaksin', 'booster', 'kun', 'dapatnya', 'moderna', 'per', 'maghrib', 'efek', 'samping', 'pegal', 'lengan', 'bekas', 'suntik', 'duhh', 'jangan', 'demam', 'susah', 'angkat', 'lengan']","['baru', 'hari', 'vaksin', 'booster', 'kun', 'dapat', 'moderna', 'per', 'maghrib', 'efek', 'samping', 'pegal', 'lengan', 'bekas', 'suntik', 'duhh', 'jangan', 'demam', 'susah', 'angkat', 'lengan']","['baru', 'hari', 'vaksin', 'booster', 'kun', 'dapatnya', 'moderna', 'per', 'maghrib', 'efek', 'samping', 'pegal', 'lengan', 'bekas', 'suntik', 'duhh', 'jangan', 'demam', 'susah', 'angkat', 'lengan']",[],[],[],baru hari vaksin booster kun dapat moderna per maghrib efek samping pegal lengan bekas suntik duhh jangan demam susah angkat lengan
